paragraph	chapter	sentences
761	XIV	Passepartout, nullement effrayé, fit une bonne caresse à l'animal, qui le replaça doucement à terre, et, à la poignée de trompe de l'honnête Kiouni, répondit une vigoureuse poignée de main de l'honnête garçon.
762	XIV	Quelques instants après, Phileas Fogg, Sir Francis Cromarty et Passepartout, installés dans un confortable wagon dont Mrs.
762	XIV	Aouda occupait la meilleure place, couraient à toute vapeur vers Bénarès.
763	XIV	Quatre-vingts milles au plus séparent cette ville d'Allahabad, et ils furent franchis en deux heures.
764	XIV	Pendant ce trajet, la jeune femme revint complètement à elle; les vapeurs assoupissantes du hang se dissipèrent.
765	XIV	Quel fut son étonnement de se trouver sur le railway, dans ce compartiment, recouverte de vêtements européens, au milieu de voyageurs qui lui étaient absolument inconnus!
766	XIV	Tout d'abord, ses compagnons lui prodiguèrent leurs soins et la ranimèrent avec quelques gouttes de liqueur; puis le brigadier général lui raconta son histoire.
766	XIV	Il insista sur le dévouement de Phileas Fogg, qui n'avait pas hésité à jouer sa vie pour la sauver, et sur le dénouement de l'aventure, dû à l'audacieuse imagination de Passepartout.
767	XIV	Mr.
767	XIV	Fogg laissa dire sans prononcer une parole.
767	XIV	Passepartout, tout honteux, répétait que «ça n'en valait pas la peine»!
768	XIV	Mrs.
768	XIV	Aouda remercia ses sauveurs avec effusion, par ses larmes plus que par ses paroles.
768	XIV	Ses beaux yeux, mieux que ses lèvres, furent les interprètes de sa reconnaissance.
768	XIV	Puis, sa pensée la reportant aux scènes du sutty, ses regards revoyant cette terre indienne où tant de dangers l'attendaient encore, elle fut prise d'un frisson de terreur.
769	XIV	Phileas Fogg comprit ce qui se passait dans l'esprit de Mrs.
769	XIV	Aouda, et, pour la rassurer, il lui offrit, très froidement d'ailleurs, de la conduire à Hong-Kong, où elle demeurerait jusqu'à ce que cette affaire fût assoupie.
770	XIV	Mrs.
770	XIV	Aouda accepta l'offre avec reconnaissance.
770	XIV	Précisément, à Hong-Kong, résidait un de ses parents, Parsi comme elle, et l'un des principaux négociants de cette ville, qui est absolument anglaise, tout en occupant un point de la côte chinoise.
771	XIV	À midi et demi, le train s'arrêtait à la station de Bénarès.
771	XIV	Les légendes brahmaniques affirment que cette ville occupe l'emplacement de l'ancienne Casi, qui était autrefois suspendue dans l'espace, entre le zénith et le nadir, comme la tombe de Mahomet.
771	XIV	Mais, à cette époque plus réaliste, Bénarès, Athènes de l'Inde au dire des orientalistes, reposait tout prosaïquement sur le sol, et Passepartout put un instant entrevoir ses maisons de briques, ses huttes en clayonnage, qui lui donnaient un aspect absolument désolé, sans aucune couleur locale.
772	XIV	C'était là que devait s'arrêter Sir Francis Cromarty.
772	XIV	Les troupes qu'il rejoignait campaient à quelques milles au nord de la ville.
772	XIV	Le brigadier général fit donc ses adieux à Phileas Fogg, lui souhaitant tout le succès possible, et exprimant le voeu qu'il recommençât ce voyage d'une façon moins originale, mais plus profitable.
772	XIV	Mr.
772	XIV	Fogg pressa légèrement les doigts de son compagnon.
772	XIV	Les compliments de Mrs.
772	XIV	Aouda furent plus affectueux.
772	XIV	Jamais elle n'oublierait ce qu'elle devait à Sir Francis Cromarty.
772	XIV	Quant à Passepartout, il fut honoré d'une vraie poignée de main de la part du brigadier général.
772	XIV	Tout ému, il se demanda où et quand il pourrait bien se dévouer pour lui.
772	XIV	Puis on se sépara.
773	XIV	À partir de Bénarès, la voie ferrée suivait en partie la vallée du Gange.
773	XIV	À travers les vitres du wagon, par un temps assez clair, apparaissait le paysage varié du Béhar, puis des montagnes couvertes de verdure, les champs d'orge, de maïs et de froment, des rios et des étangs peuplés d'alligators verdâtres, des villages bien entretenus, des forêts encore verdoyantes.
773	XIV	Quelques éléphants, des zébus à grosse bosse venaient se baigner dans les eaux du fleuve sacré, et aussi, malgré la saison avancée et la température déjà froide, des bandes d'Indous des deux sexes, qui accomplissaient pieusement leurs saintes ablutions.
773	XIV	Ces fidèles, ennemis acharnés du bouddhisme, sont sectateurs fervents de la religion brahmanique, qui s'incarne en ces trois personnes: Whisnou, la divinité solaire, Shiva, la personnification divine des forces naturelles, et Brahma, le maître suprême des prêtres et des législateurs.
773	XIV	Mais de quel oeil Brahma, Shiva et Whisnou devaient-ils considérer cette Inde, maintenant «britannisée», lorsque quelque steam-boat passait en hennissant et troublait les eaux consacrées du Gange, effarouchant les mouettes qui volaient à sa surface, les tortues qui pullulaient sur ses bords, et les dévots étendus au long de ses rives!
774	XIV	Tout ce panorama défila comme un éclair, et souvent un nuage de vapeur blanche en cacha les détails.
774	XIV	À peine les voyageurs purent-ils entrevoir le fort de Chunar, à vingt milles au sud-est de Bénarès, ancienne forteresse des rajahs du Béhar, Ghazepour et ses importantes fabriques d'eau de rose, le tombeau de Lord Cornwallis qui s'élève sur la rive gauche du Gange, la ville fortifiée de Buxar, Patna, grande cité industrielle et commerçante, où se tient le principal marché d'opium de l'Inde, Monghir, ville plus qu'européenne, anglaise comme Manchester ou Birmingham, renommée pour ses fonderies de fer, ses fabriques de taillanderie et d'armes blanches, et dont les hautes cheminées encrassaient d'une fumée noire le ciel de Brahma,--un véritable coup de poing dans le pays du rêve!
775	XIV	Puis la nuit vint et, au milieu des hurlements des tigres, des ours, des loups qui fuyaient devant la locomotive, le train passa à toute vitesse, et on n'aperçut plus rien des merveilles du Bengale, ni Golgonde, ni Gour en ruine, ni Mourshedabad, qui fut autrefois capitale, ni Burdwan, ni Hougly, ni Chandernagor, ce point français du territoire indien sur lequel Passepartout eût été fier de voir flotter le drapeau de sa patrie!
776	XIV	Enfin, à sept heures du matin, Calcutta était atteint.
776	XIV	Le paquebot, en partance pour Hong-Kong, ne levait l'ancre qu'à midi.
776	XIV	Phileas Fogg avait donc cinq heures devant lui.
777	XIV	D'après son itinéraire, ce gentleman devait arriver dans la capitale des Indes le 25 octobre, vingt-trois jours après avoir quitté Londres, et il y arrivait au jour fixé.
777	XIV	Il n'avait donc ni retard ni avance.
777	XIV	Malheureusement, les deux jours gagnés par lui entre Londres et Bombay avaient été perdus, on sait comment, dans cette traversée de la péninsule indienne,--mais il est à supposer que Phileas Fogg ne les regrettait pas.
778	XV	XV
779	XV	OÙ LE SAC AUX BANK-NOTES S'ALLÈGE ENCORE DE QUELQUES MILLIERS DE LIVRES
780	XV	Le train s'était arrêté en gare.
780	XV	Passepartout descendit le premier du wagon, et fut suivi de Mr.
780	XV	Fogg, qui aida sa jeune compagne à mettre pied sur le quai.
780	XV	Phileas Fogg comptait se rendre directement au paquebot de Hong-Kong, afin d'y installer confortablement Mrs.
780	XV	Aouda, qu'il ne voulait pas quitter, tant qu'elle serait en ce pays si dangereux pour elle.
781	XV	Au moment où Mr.
781	XV	Fogg allait sortir de la gare, un policeman s'approcha de lui et dit:
782	XV	«Monsieur Phileas Fogg?
783	XV	--C'est moi.
784	XV	--Cet homme est votre domestique?
784	XV	ajouta le policeman en désignant Passepartout.
785	XV	--Oui.
786	XV	--Veuillez me suivre tous les deux.»
787	XV	Mr.
787	XV	Fogg ne fit pas un mouvement qui pût marquer en lui une surprise quelconque.
787	XV	Cet agent était un représentant de la loi, et, pour tout Anglais, la loi est sacrée.
787	XV	Passepartout, avec ses habitudes françaises, voulut raisonner, mais le policeman le toucha de sa baguette, et Phileas Fogg lui fit signe d'obéir.
788	XV	«Cette jeune dame peut nous accompagner?
788	XV	demanda Mr.
788	XV	Fogg.
789	XV	--Elle le peut», répondit le policeman.
790	XV	Le policeman conduisit Mr.
790	XV	Fogg, Mrs.
790	XV	Aouda et Passepartout vers un palki-ghari, sorte de voiture à quatre roues et à quatre places, attelée de deux chevaux.
790	XV	On partit.
790	XV	Personne ne parla pendant le trajet, qui dura vingt minutes environ.
791	XV	La voiture traversa d'abord la «ville noire», aux rues étroites, bordées de cahutes dans lesquelles grouillait une population cosmopolite, sale et déguenillée; puis elle passa à travers la ville européenne, égayée de maisons de briques, ombragée de cocotiers, hérissée de mâtures, que parcouraient déjà, malgré l'heure matinale, des cavaliers élégants et de magnifiques attelages.
792	XV	Le palki-ghari s'arrêta devant une habitation d'apparence simple, mais qui ne devait pas être affectée aux usages domestiques.
792	XV	Le policeman fit descendre ses prisonniers--on pouvait vraiment leur donner ce nom--, et il les conduisit dans une chambre aux fenêtres grillées, en leur disant:
793	XV	«C'est à huit heures et demie que vous comparaîtrez devant le juge Obadiah.»
794	XV	Puis il se retira et ferma la porte.
795	XV	«Allons!
795	XV	nous sommes pris!»
795	XV	s'écria Passepartout, en se laissant aller sur une chaise.
796	XV	Mrs.
796	XV	Aouda, s'adressant aussitôt à Mr.
796	XV	Fogg, lui dit d'une voix dont elle cherchait en vain à déguiser l'émotion:
797	XV	«Monsieur, il faut m'abandonner!
797	XV	C'est pour moi que vous êtes poursuivi!
797	XV	C'est pour m'avoir sauvée!»
798	XV	Phileas Fogg se contenta de répondre que cela n'était pas possible.
798	XV	Poursuivi pour cette affaire du sutty!
798	XV	Inadmissible!
798	XV	Comment les plaignants oseraient-ils se présenter?
798	XV	Il y avait méprise.
798	XV	Mr.
798	XV	Fogg ajouta que, dans tous les cas, il n'abandonnerait pas la jeune femme, et qu'il la conduirait à Hong-Kong.
799	XV	«Mais le bateau part à midi!
799	XV	fit observer Passepartout.
800	XV	--Avant midi nous serons à bord», répondit simplement l'impassible gentleman.
801	XV	Cela fut affirmé si nettement, que Passepartout ne put s'empêcher de se dire à lui-même:
802	XV	«Parbleu!
802	XV	cela est certain!
802	XV	avant midi nous serons à bord!»
802	XV	Mais il n'était pas rassuré du tout.
803	XV	À huit heures et demie, la porte de la chambre s'ouvrit.
803	XV	Le policeman reparut, et il introduisit les prisonniers dans la salle voisine.
803	XV	C'était une salle d'audience, et un public assez nombreux, composé d'Européens et d'indigènes, en occupait déjà le prétoire.
804	XV	Mr.
804	XV	Fogg, Mrs.
804	XV	Aouda et Passepartout s'assirent sur un banc en face des sièges réservés au magistrat et au greffier.
805	XV	Ce magistrat, le juge Obadiah, entra presque aussitôt, suivi du greffier.
805	XV	C'était un gros homme tout rond.
805	XV	Il décrocha une perruque pendue à un clou et s'en coiffa lestement.
806	XV	«La première cause», dit-il.
807	XV	Mais, portant la main à sa tête:
808	XV	«Hé!
808	XV	ce n'est pas ma perruque!
809	XV	--En effet, monsieur Obadiah, c'est la mienne, répondit le greffier.
810	XV	--Cher monsieur Oysterpuf, comment voulez-vous qu'un juge puisse rendre une bonne sentence avec la perruque d'un greffier!»
811	XV	L'échange des perruques fut fait.
811	XV	Pendant ces préliminaires, Passepartout bouillait d'impatience, car l'aiguille lui paraissait marcher terriblement vite sur le cadran de la grosse horloge du prétoire.
812	XV	«La première cause, reprit alors le juge Obadiah.
813	XV	--Phileas Fogg?
813	XV	dit le greffier Oysterpuf.
814	XV	--Me voici, répondit Mr.
814	XV	Fogg.
815	XV	--Passepartout?
816	XV	--Présent!
816	XV	répondit Passepartout.
817	XV	--Bien!
817	XV	dit le juge Obadiah.
817	XV	Voilà deux jours, accusés, que l'on vous guette à tous les trains de Bombay.
818	XV	--Mais de quoi nous accuse-t-on?
818	XV	s'écria Passepartout, impatienté.
819	XV	--Vous allez le savoir, répondit le juge.
820	XV	--Monsieur, dit alors Mr.
820	XV	Fogg, je suis citoyen anglais, et j'ai droit...
821	XV	--Vous a-t-on manqué d'égards?
821	XV	demanda Mr.
821	XV	Obadiah.
822	XV	--Aucunement.
823	XV	--Bien!
823	XV	faites entrer les plaignants.»
824	XV	Sur l'ordre du juge, une porte s'ouvrit, et trois prêtres indous furent introduits par un huissier.
825	XV	«C'est bien cela!
825	XV	murmura Passepartout, ce sont ces coquins qui voulaient brûler notre jeune dame!»
826	XV	Les prêtres se tinrent debout devant le juge, et le greffier lut à haute voix une plainte en sacrilège, formulée contre le sieur Phileas Fogg et son domestique, accusés d'avoir violé un lieu consacré par la religion brahmanique.
827	XV	«Vous avez entendu?
827	XV	demanda le juge à Phileas Fogg.
828	XV	--Oui, monsieur, répondit Mr.
828	XV	Fogg en consultant sa montre, et j'avoue.
829	XV	--Ah!
829	XV	vous avouez?...
830	XV	--J'avoue et j'attends que ces trois prêtres avouent à leur tour ce qu'ils voulaient faire à la pagode de Pillaji.»
831	XV	Les prêtres se regardèrent.
831	XV	Ils semblaient ne rien comprendre aux paroles de l'accusé.
832	XV	«Sans doute!
832	XV	s'écria impétueusement Passepartout, à cette pagode de Pillaji, devant laquelle ils allaient brûler leur victime!»
833	XV	Nouvelle stupéfaction des prêtres, et profond étonnement du juge Obadiah.
834	XV	«Quelle victime?
834	XV	demanda-t-il.
834	XV	Brûler qui!
834	XV	En pleine ville de Bombay?
835	XV	--Bombay?
835	XV	s'écria Passepartout.
836	XV	--Sans doute.
836	XV	Il ne s'agit pas de la pagode de Pillaji, mais de la pagode de Malebar-Hill, à Bombay.
837	XV	--Et comme pièce de conviction, voici les souliers du profanateur, ajouta le greffier, en posant une paire de chaussures sur son bureau.
838	XV	--Mes souliers!»
838	XV	s'écria Passepartout, qui, surpris au dernier chef, ne put retenir cette involontaire exclamation.
839	XV	On devine la confusion qui s'était opérée dans l'esprit du maître et du domestique.
